"CUST_ID","CUST_FIRST_NAME","CUST_LAST_NAME","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_STREET_ADDRESS","CUST_POSTAL_CODE","CUST_CITY","CUST_CITY_ID","CUST_STATE_PROVINCE","CUST_STATE_PROVINCE_ID","COUNTRY_ID","CUST_MAIN_PHONE_NUMBER","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT","CUST_EMAIL","CUST_TOTAL","CUST_TOTAL_ID","CUST_SRC_ID","CUST_EFF_FROM","CUST_EFF_TO","CUST_VALID"
14699,"Valeria","Batterton","F",1987,"single","57 North Santa Clara Drive","82590","Warstein",52497,"Nordrhein-Westfalen",52684,52776,"209-211-6283","H: 150,000 - 169,999",3000,"Batterton@company.example.com","Customer total",52772,,2019-01-01,,"I"
18254,"Valeria","Batterton","F",1985,"single","67 West Guernsey Avenue","75917","Molino",51917,"FL",52595,52790,"622-318-3770","H: 150,000 - 169,999",5000,"Batterton@company.example.com","Customer total",52772,,2019-01-01,,"I"
21809,"Valeria","Batterton","F",1957,"single","77 Vega Baja Avenue","61035","Ferrals-les-Montagnes",51502,"Languedoc-Roussillon",52645,52779,"414-431-7416","H: 150,000 - 169,999",15000,"Batterton@company.example.com","Customer total",52772,,2019-01-01,,"I"
25365,"Valeria","Batterton","F",1959,"single","77 South Lac Qui Avenue","67843","Arbuckle",51069,"CA",52567,52790,"604-539-8186","H: 150,000 - 169,999",5000,"Batterton@company.example.com","Customer total",52772,,2019-01-01,,"I"
28921,"Valeria","Batterton","F",1977,"single","87 North Angelina Avenue","63736","Killarney",51728,"Kerry",52637,52772,"470-626-2856","H: 150,000 - 169,999",5000,"Batterton@company.example.com","Customer total",52772,,2019-01-01,,"I"
32476,"Valeria","Batterton","F",1962,"single","97 East Mobile Avenue","38432","Solingen",52319,"Nordrhein-Westfalen",52684,52776,"289-424-5357","H: 150,000 - 169,999",10000,"Batterton@company.example.com","Customer total",52772,,2019-01-01,,"I"
38698,"Valeria","Felton","F",1963,"single","107 West Santa Clara Avenue","63627","Keighley",51722,"England - West Yorkshire",52594,52789,"259-424-5131","H: 150,000 - 169,999",3000,"Felton@company.example.com","Customer total",52772,,2019-01-01,,"I"
16486,"Velma","Farmer","F",1968,"","67 Monterey Bay Avenue","55646","Neuss",51975,"Nordrhein-Westfalen",52684,52776,"158-148-6447","G: 130,000 - 149,999",7000,"Farmer@company.example.com","Customer total",52772,,2019-01-01,,"I"
20042,"Velma","Farmer","F",1970,"single","67 South Camden Avenue","57128","Barry",51166,"Wales - South Glamorgan",52764,52789,"465-311-2760","G: 130,000 - 149,999",9000,"Farmer@company.example.com","Customer total",52772,,2019-01-01,,"I"
23598,"Velma","Farmer","F",1965,"married","77 West Ponce Avenue","68644","Schwaebisch Gmuend",52300,"Baden-Wuerttemberg",52559,52776,"412-576-7768","G: 130,000 - 149,999",1500,"Farmer@company.example.com","Customer total",52772,,2019-01-01,,"I"
27153,"Velma","Farmer","F",1971,"","87 East Dewey Avenue","82590","Warstein",52497,"Nordrhein-Westfalen",52684,52776,"363-559-2281","G: 130,000 - 149,999",7000,"Farmer@company.example.com","Customer total",52772,,2019-01-01,,"I"
30708,"Velma","Farmer","F",1956,"single","87 South Scioto Avenue","46413","Belfast City",51175,"Northern Ireland - County Antr",52686,52789,"181-328-3925","G: 130,000 - 149,999",11000,"Farmer@company.example.com","Customer total",52772,,2019-01-01,,"I"
34263,"Velma","Farmer","F",1990,"married","97 North Hanson Avenue","66437","Asten",51075,"Noord-Brabant",52682,52770,"577-110-6328","G: 130,000 - 149,999",1500,"Farmer@company.example.com","Customer total",52772,,2019-01-01,,"I"
38708,"Velma","Grace","F",1986,"single","107 West Scioto Avenue","38432","Solingen",52319,"Nordrhein-Westfalen",52684,52776,"544-311-2694","G: 130,000 - 149,999",9000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
42264,"Velma","Grace","F",1984,"married","117 East Hanson Avenue","41847","Edgewood",51443,"KY",52632,52790,"246-576-4133","G: 130,000 - 149,999",1500,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
15836,"Velma","Grace","F",1952,"","17 East Monterey Bay Court","61795","Eindhoven",51444,"Noord-Brabant",52682,52770,"150-576-7072","G: 130,000 - 149,999",9000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
46042,"Velma","Grace","F",1957,"single","27 Camden Boulevard","69776","Hiseville",51663,"KY",52632,52790,"179-559-6364","G: 130,000 - 149,999",11000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
49597,"Velma","Grace","F",1959,"married","27 North Ponce Boulevard","39318","Torrevieja",52374,"Alicante",52544,52778,"531-328-1262","G: 130,000 - 149,999",3000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
3153,"Velma","Grace","F",1954,"","37 West Dewey Street","76625","Abingdon",51043,"England - Oxfordshire",52592,52789,"238-110-1197","G: 130,000 - 149,999",9000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"A"
6709,"Velma","Grace","F",1959,"single","47 Scioto Road","42648","Sevilla",52306,"Sevilla",52739,52778,"151-607-3190","G: 130,000 - 149,999",11000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
10264,"Velma","Grace","F",1958,"married","47 South Hanson Road","78558","Los Angeles",51806,"CA",52567,52790,"160-148-8627","G: 130,000 - 149,999",3000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"A"
13820,"Velma","Grace","F",1973,"","57 West Vinton Drive","70126","Aldridge",51050,"England - West Midlands",52593,52789,"600-311-3634","G: 130,000 - 149,999",7000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
17375,"Velma","Grace","F",1992,"single","67 East Lancaster Avenue","64852","Helmond",51657,"Noord-Brabant",52682,52770,"548-576-9831","G: 130,000 - 149,999",9000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
20930,"Velma","Grace","F",1955,"married","77 Ashley Avenue","82590","Warstein",52497,"Nordrhein-Westfalen",52684,52776,"449-559-7693","G: 130,000 - 149,999",3000,"Grace@company.example.com","Customer total",52772,,2019-01-01,,"I"
35156,"Vicky","Pinkston","F",1961,"single","97 South Dickson Avenue","63736","Killarney",51728,"Kerry",52637,52772,"503-440-6502","H: 150,000 - 169,999",10000,"Pinkston@company.example.com","Customer total",52772,,2019-01-01,,"I"
37823,"Vicky","Smyth","F",1986,"single","107 East Wabasha Avenue","67843","Arbuckle",51069,"CA",52567,52790,"680-412-8023","H: 150,000 - 169,999",10000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
41378,"Vicky","Smyth","F",1979,"single","117 Las Animas Avenue","87340","Oxford",52041,"England - Oxfordshire",52592,52789,"576-440-3503","H: 150,000 - 169,999",3000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
44933,"Vicky","Smyth","F",1965,"single","117 South Atlanta Avenue","83124","Weston-super-Mare",52507,"England - Avon",52588,52789,"660-112-3650","H: 150,000 - 169,999",5000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
6980,"Vicky","Smyth","F",1959,"single","17 Portage Court","85858","Karlsruhe",51718,"Baden-Wuerttemberg",52559,52776,"341-440-6558","H: 150,000 - 169,999",7000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
42535,"Vicky","Smyth","F",1980,"single","17 South Dickson Court","65910","Great Yarmouth",51590,"England - Norfolk",52591,52789,"384-112-5208","H: 150,000 - 169,999",10000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
48711,"Vicky","Smyth","F",1996,"single","27 West Seabrook Boulevard","74793","Lunel",51812,"Languedoc-Roussillon",52645,52779,"468-407-7600","H: 150,000 - 169,999",3000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
2268,"Vicky","Smyth","F",1958,"single","37 East Hardin Street","69776","Hiseville",51663,"KY",52632,52790,"253-238-1510","H: 150,000 - 169,999",7000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"A"
5823,"Vicky","Smyth","F",1962,"single","37 South Wabasha Street","86319","Salamanca",52286,"Salamanca",52733,52778,"366-706-4719","H: 150,000 - 169,999",10000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
9378,"Vicky","Smyth","F",1987,"single","47 North Las Animas Road","73216","Frederick",51519,"CO",52569,52790,"637-187-7321","H: 150,000 - 169,999",3000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"A"
12934,"Vicky","Smyth","F",1985,"single","57 West Atlanta Drive","55787","Montara",51919,"CA",52567,52790,"452-412-6325","H: 150,000 - 169,999",5000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
16489,"Vicky","Smyth","F",1957,"single","67 Moody Avenue","54845","Haswell",51651,"CO",52569,52790,"679-440-9521","H: 150,000 - 169,999",15000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
20045,"Vicky","Smyth","F",1959,"single","67 South Carlmont Avenue","57128","Barry",51166,"Wales - South Glamorgan",52764,52789,"667-112-8596","H: 150,000 - 169,999",5000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
23601,"Vicky","Smyth","F",1977,"single","77 West Portage Avenue","68644","Schwaebisch Gmuend",52300,"Baden-Wuerttemberg",52559,52776,"191-407-7103","H: 150,000 - 169,999",5000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
27156,"Vicky","Smyth","F",1962,"single","87 East Dickson Avenue","82590","Warstein",52497,"Nordrhein-Westfalen",52684,52776,"691-238-2958","H: 150,000 - 169,999",10000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
30711,"Vicky","Smyth","F",1983,"single","87 South Seabrook Avenue","46413","Belfast City",51175,"Northern Ireland - County Antr",52686,52789,"259-706-1229","H: 150,000 - 169,999",3000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
34266,"Vicky","Smyth","F",1965,"single","97 North Hardin Avenue","67272","Cloverdale",51334,"CA",52567,52790,"314-187-4527","H: 150,000 - 169,999",5000,"Smyth@company.example.com","Customer total",52772,,2019-01-01,,"I"
36934,"Vicky","Zheng","F",1962,"single","107 East Atlanta Avenue","46413","Belfast City",51175,"Northern Ireland - County Antr",52686,52789,"593-706-3240","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
40489,"Vicky","Zheng","F",1974,"single","107 South Moody Avenue","66437","Asten",51075,"Noord-Brabant",52682,52770,"379-187-3431","H: 150,000 - 169,999",10000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
44044,"Vicky","Zheng","F",1993,"single","117 North Carlmont Avenue","40365","Tralee",52379,"Kerry",52637,52772,"652-412-6816","H: 150,000 - 169,999",3000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
33646,"Vicky","Zheng","F",1966,"single","17 North Hardin Court","53086","San Mateo",52290,"CA",52567,52790,"195-412-6553","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
47823,"Vicky","Zheng","F",1972,"single","27 East Wabasha Boulevard","71839","King's Lynn",51729,"England - Norfolk",52591,52789,"508-440-8783","H: 150,000 - 169,999",10000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
1379,"Vicky","Zheng","F",1960,"single","37 Las Animas Street","86668","Norwich",51995,"England - Norfolk",52591,52789,"473-112-3614","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
4934,"Vicky","Zheng","F",1991,"single","37 South Atlanta Street","44130","San Mateo",52290,"CA",52567,52790,"523-407-9709","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"A"
8489,"Vicky","Zheng","F",1992,"single","47 West Moody Road","91556","Leeds",51790,"England - West Yorkshire",52594,52789,"147-238-2998","H: 150,000 - 169,999",10000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
12044,"Vicky","Zheng","F",1959,"single","57 East Carlmont Drive","58488","Dolores",51391,"CO",52569,52790,"578-706-4432","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
15601,"Vicky","Zheng","F",1968,"single","57 South Portage Drive","84773","Stuttgart",52331,"Baden-Wuerttemberg",52559,52776,"492-187-4159","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
19156,"Vicky","Zheng","F",1956,"single","67 North Dickson Avenue","55787","Montara",51919,"CA",52567,52790,"373-412-8381","H: 150,000 - 169,999",15000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
48091,"Vicky","Zheng","F",1971,"single","7 South Seabrook Circle","38082","Greenwich",51591,"England - Greater London",52589,52789,"658-187-9407","H: 150,000 - 169,999",3000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
22711,"Vicky","Zheng","F",1958,"single","77 East Seabrook Avenue","55646","Neuss",51975,"Nordrhein-Westfalen",52684,52776,"164-440-4202","H: 150,000 - 169,999",5000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
26267,"Vicky","Zheng","F",1960,"single","87 Hardin Avenue","91906","Clermont-l'Herault",51329,"Languedoc-Roussillon",52645,52779,"589-112-4257","H: 150,000 - 169,999",7000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
29822,"Vicky","Zheng","F",1958,"single","87 North Wabasha Avenue","68644","Schwaebisch Gmuend",52300,"Baden-Wuerttemberg",52559,52776,"625-407-4153","H: 150,000 - 169,999",15000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
33378,"Vicky","Zheng","F",1963,"single","97 West Las Animas Avenue","51430","Ingolstadt",51680,"Bayern",52561,52776,"439-238-7417","H: 150,000 - 169,999",3000,"Zheng@company.example.com","Customer total",52772,,2019-01-01,,"I"
37824,"Victoria","Chen","F",1966,"married","107 East Wadena Avenue","48098","Bitburg",51193,"Rheinland-Pfalz",52710,52776,"480-374-7706","K: 250,000 - 299,999",9000,"Chen@company.example.com","Customer total",52772,,2019-01-01,,"I"
41379,"Victoria","Chen","F",1975,"single","117 Las Piedras Avenue","54044","Churchville",51327,"NY",52679,52790,"407-114-7213","K: 250,000 - 299,999",9000,"Chen@company.example.com","Customer total",52772,,2019-01-01,,"I"
32482,"Vanessa","James","F",1972,"","97 East Monongalia Avenue","31933","Barcelona",51164,"Barcelona",52560,52778,"522-736-7072","E: 90,000 - 109,999",9000,"James@company.example.com","Customer total",52772,,2019-01-01,,"I"
37816,"Vanessa","Pierce","F",1990,"","107 East Viginia Avenue","40365","Tralee",52379,"Kerry",52637,52772,"234-720-3051","E: 90,000 - 109,999",9000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
41371,"Vanessa","Pierce","F",1947,"married","117 Lake Tahoe Avenue","57929","Heilbronn",51656,"Baden-Wuerttemberg",52559,52776,"544-697-1964","E: 90,000 - 109,999",1500,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"A"
44926,"Vanessa","Pierce","F",1977,"","117 South Arecibo Avenue","63627","Keighley",51722,"England - West Yorkshire",52594,52789,"246-736-2512","E: 90,000 - 109,999",7000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
6903,"Vanessa","Pierce","F",1969,"","17 Plymouth Court","71839","King's Lynn",51729,"England - Norfolk",52591,52789,"106-697-9541","E: 90,000 - 109,999",7000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
42458,"Vanessa","Pierce","F",1948,"","17 South Del Mar Court","86668","Norwich",51995,"England - Norfolk",52591,52789,"150-736-5943","E: 90,000 - 109,999",9000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
48704,"Vanessa","Pierce","F",1988,"married","27 West Saratoga Boulevard","44130","San Mateo",52290,"CA",52567,52790,"179-723-7364","E: 90,000 - 109,999",1500,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
2261,"Vanessa","Pierce","F",1989,"","37 East Hamilton Street","91556","Leeds",51790,"England - West Yorkshire",52594,52789,"531-430-8789","E: 90,000 - 109,999",7000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"A"
5816,"Vanessa","Pierce","F",1950,"","37 South Viginia Street","58488","Dolores",51391,"CO",52569,52790,"238-639-5939","E: 90,000 - 109,999",9000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"A"
9371,"Vanessa","Pierce","F",1965,"married","47 North Lake Tahoe Road","84773","Stuttgart",52331,"Baden-Wuerttemberg",52559,52776,"151-444-1072","E: 90,000 - 109,999",1500,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
12927,"Vanessa","Pierce","F",1944,"","57 West Arecibo Drive","55787","Montara",51919,"CA",52567,52790,"160-720-6304","E: 90,000 - 109,999",7000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
16482,"Vanessa","Pierce","F",1955,"","67 Monongalia Avenue","55646","Neuss",51975,"Nordrhein-Westfalen",52684,52776,"600-697-1572","E: 90,000 - 109,999",9000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
20038,"Vanessa","Pierce","F",1957,"married","67 South Caledonia Avenue","91906","Clermont-l'Herault",51329,"Languedoc-Roussillon",52645,52779,"548-736-7275","E: 90,000 - 109,999",1500,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
23594,"Vanessa","Pierce","F",1946,"","77 West Plymouth Avenue","68644","Schwaebisch Gmuend",52300,"Baden-Wuerttemberg",52559,52776,"449-723-9210","E: 90,000 - 109,999",7000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
27149,"Vanessa","Pierce","F",1951,"","87 East Del Mar Avenue","51430","Ingolstadt",51680,"Bayern",52561,52776,"281-430-1445","E: 90,000 - 109,999",9000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
30704,"Vanessa","Pierce","F",1950,"married","87 South Saratoga Avenue","46413","Belfast City",51175,"Northern Ireland - County Antr",52686,52789,"172-639-7875","E: 90,000 - 109,999",1500,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
34259,"Vanessa","Pierce","F",1971,"","97 North Hamilton Avenue","66437","Asten",51075,"Noord-Brabant",52682,52770,"343-444-7315","E: 90,000 - 109,999",7000,"Pierce@company.example.com","Customer total",52772,,2019-01-01,,"I"
36927,"Vanessa","Roseberry","F",1966,"","107 East Arecibo Avenue","31132","Saint Marks",52279,"FL",52595,52790,"577-639-7284","E: 90,000 - 109,999",7000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
40482,"Vanessa","Roseberry","F",1968,"","107 South Monongalia Avenue","72860","Koeln",51735,"Nordrhein-Westfalen",52684,52776,"538-444-6556","E: 90,000 - 109,999",9000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
44037,"Vanessa","Roseberry","F",1963,"married","117 North Caledonia Avenue","83967","Tilburg",52369,"Noord-Brabant",52682,52770,"369-720-2930","E: 90,000 - 109,999",1500,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
33569,"Vanessa","Roseberry","F",1979,"","17 North Hamilton Court","35402","Hamburg",51648,"Hamburg",52616,52776,"359-720-4553","E: 90,000 - 109,999",7000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
47816,"Vanessa","Roseberry","F",1970,"","27 East Viginia Boulevard","78558","Los Angeles",51806,"CA",52567,52790,"385-697-2314","E: 90,000 - 109,999",9000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
1372,"Vanessa","Roseberry","F",1981,"married","37 Lake Tahoe Street","74487","Konstanz",51736,"Baden-Wuerttemberg",52559,52776,"641-736-5233","E: 90,000 - 109,999",1500,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"A"
4927,"Vanessa","Roseberry","F",1975,"","37 South Arecibo Street","58334","Massy",51904,"Ile-de-France",52623,52779,"520-723-8688","E: 90,000 - 109,999",7000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"A"
8482,"Vanessa","Roseberry","F",1992,"","47 West Monongalia Road","45704","Mackville",51890,"KY",52632,52790,"483-430-5093","E: 90,000 - 109,999",9000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"A"
12037,"Vanessa","Roseberry","F",1961,"married","57 East Caledonia Drive","40715","Ravensburg",52159,"Baden-Wuerttemberg",52559,52776,"241-639-3909","E: 90,000 - 109,999",1500,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
15594,"Vanessa","Roseberry","F",1964,"","57 South Plymouth Drive","81292","Nanterre",51972,"Ile-de-France",52623,52779,"442-444-1517","E: 90,000 - 109,999",7000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
19149,"Vanessa","Roseberry","F",1955,"","67 North Del Mar Avenue","33866","Bergen op Zoom",51181,"Noord-Brabant",52682,52770,"158-720-3247","E: 90,000 - 109,999",9000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
48014,"Vanessa","Roseberry","F",1960,"married","7 South Saratoga Circle","38082","Greenwich",51591,"England - Greater London",52589,52789,"215-444-5185","E: 90,000 - 109,999",1500,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
22704,"Vanessa","Roseberry","F",1954,"married","77 East Saratoga Avenue","63736","Killarney",51728,"Kerry",52637,52772,"465-697-6543","E: 90,000 - 109,999",1500,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
26260,"Vanessa","Roseberry","F",1957,"","87 Hamilton Avenue","32855","Birmingham",51192,"England - West Midlands",52593,52789,"412-736-9047","E: 90,000 - 109,999",7000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
29815,"Vanessa","Roseberry","F",1953,"","87 North Viginia Avenue","75603","Palmdale",52102,"FL",52595,52790,"363-723-2894","E: 90,000 - 109,999",9000,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
33371,"Vanessa","Roseberry","F",1991,"married","97 West Lake Tahoe Avenue","62145","Nuernberg",51996,"Bayern",52561,52776,"181-430-4331","E: 90,000 - 109,999",1500,"Roseberry@company.example.com","Customer total",52772,,2019-01-01,,"I"
25381,"Vida","Lavin","F",1979,"married","77 South Las Vegas Avenue","64150","Berchtesgaden",51179,"Bayern",52561,52776,"666-292-6137","C: 50,000 - 69,999",5000,"Lavin@company.example.com","Customer total",52772,,2019-01-01,,"I"
28937,"Vida","Lavin","F",1973,"","87 North Augusta Avenue","48677","Dornstadt",51393,"Baden-Wuerttemberg",52559,52776,"294-154-1758","C: 50,000 - 69,999",3000,"Lavin@company.example.com","Customer total",52772,,2019-01-01,,"I"
27123,"Ula","Gladden","M",1963,"single","87 East Cross Avenue","50385","Wakefield",52493,"England - West Yorkshire",52594,52789,"117-126-1346","H: 150,000 - 169,999",10000,"Gladden@company.example.com","Customer total",52772,,2019-01-01,,"I"
30678,"Ula","Gladden","M",1963,"single","87 South Sainte Genevieve Avenue","34216","Murnau",51934,"Bayern",52561,52776,"120-597-2876","H: 150,000 - 169,999",3000,"Gladden@company.example.com","Customer total",52772,,2019-01-01,,"I"
34233,"Ula","Gladden","M",1960,"single","97 North Governer Avenue","61189","Evinston",51459,"FL",52595,52790,"239-595-1525","H: 150,000 - 169,999",7000,"Gladden@company.example.com","Customer total",52772,,2019-01-01,,"I"
38678,"Ula","Lease","M",1964,"single","107 West Sainte Genevieve Avenue","85858","Karlsruhe",51718,"Baden-Wuerttemberg",52559,52776,"643-350-5176","H: 150,000 - 169,999",3000,"Lease@company.example.com","Customer total",52772,,2019-01-01,,"I"
42234,"Ula","Lease","M",1960,"single","117 East Governer Avenue","59500","El Sobrante",51446,"CA",52567,52790,"374-263-5778","H: 150,000 - 169,999",7000,"Lease@company.example.com","Customer total",52772,,2019-01-01,,"I"
15536,"Ula","Lease","M",1961,"single","17 East Meagher Court","64852","Helmond",51657,"Noord-Brabant",52682,52770,"105-263-1023","H: 150,000 - 169,999",10000,"Lease@company.example.com","Customer total",52772,,2019-01-01,,"I"
46012,"Ula","Lease","M",1975,"single","27 Brewster Boulevard","82590","Warstein",52497,"Nordrhein-Westfalen",52684,52776,"479-126-7427","H: 150,000 - 169,999",3000,"Lease@company.example.com","Customer total",52772,,2019-01-01,,"I"
49567,"Ula","Lease","M",1981,"single","27 North Parke Boulevard","75917","Molino",51917,"FL",52595,52790,"111-597-4501","H: 150,000 - 169,999",5000,"Lease@company.example.com","Customer total",52772,,2019-01-01,,"I"
7577,"Urban","Baker","M",1960,"single","47 East Pennington Road","78247","Velp",52438,"Gelderland",52610,52770,"245-568-4293","H: 150,000 - 169,999",3000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
11133,"Urban","Baker","M",1958,"single","57 Dare Drive","90285","Hyderabad",51673,"Andhra Pradesh",52547,52771,"351-425-4765","H: 150,000 - 169,999",9000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
14689,"Urban","Baker","M",1963,"single","57 North San Jacinto Drive","73071","Alleppey",51054,"Kerala",52636,52771,"510-732-5926","H: 150,000 - 169,999",9000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
18244,"Urban","Baker","M",1962,"single","67 West Grayson Avenue","68054","Krakow",51737,"Krakow",52638,52786,"427-380-6964","H: 150,000 - 169,999",1500,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
21799,"Urban","Baker","M",1974,"single","77 Tyler Avenue","38878","Hilversum",51662,"Noord-Holland",52683,52770,"598-466-4855","H: 150,000 - 169,999",7000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
25355,"Urban","Baker","M",1993,"single","77 South Klamath Avenue","61905","Veldhoven",52437,"Noord-Brabant",52682,52770,"635-525-7108","H: 150,000 - 169,999",9000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
28911,"Urban","Baker","M",1959,"single","87 North Alexandra Avenue","79570","Dun Laoghaire",51401,"Dublin",52580,52772,"539-243-8457","H: 150,000 - 169,999",3000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
32466,"Urban","Baker","M",1980,"single","97 East Midland Avenue","85268","Wellington",52503,"Wellington",52766,52785,"676-568-4514","H: 150,000 - 169,999",7000,"Baker@company.example.com","Customer total",52772,,2019-01-01,,"I"
37800,"Urban","Everrett","M",1982,"single","107 East Tyler Avenue","34800","Cochin Kochi",51337,"Kerala",52636,52771,"654-525-8942","H: 150,000 - 169,999",7000,"Everrett@company.example.com","Customer total",52772,,2019-01-01,,"I"
41355,"Urban","Everrett","M",1973,"single","117 Klamath Avenue","51291","Geleen",51577,"Limburg",52646,52770,"610-243-4606","H: 150,000 - 169,999",9000,"Everrett@company.example.com","Customer total",52772,,2019-01-01,,"I"
44910,"Urban","Everrett","M",1984,"single","117 South Alexandra Avenue","32099","Clifden",51331,"Galway",52608,52772,"560-568-2712","H: 150,000 - 169,999",1500,"Everrett@company.example.com","Customer total",52772,,2019-01-01,,"I"
6747,"Urban","Everrett","M",1989,"single","17 Pennington Court","74102","Melbourne",51907,"Victoria",52756,52774,"426-243-1503","H: 150,000 - 169,999",1500,"Everrett@company.example.com","Customer total",52772,,2019-01-01,,"A"
42302,"Urban","Everrett","M",1963,"single","17 South Dare Court","66098","Riyadh",52168,"Riyadh",52714,52787,"586-568-6701","H: 150,000 - 169,999",7000,"Everrett@company.example.com","Customer total",52772,,2019-01-01,,"I"
48688,"Urban","Everrett","M",1963,"single","27 West San Jacinto Boulevard","38293","Zaandam",52527,"Noord-Holland",52683,52770,"413-425-7366","H: 150,000 - 169,999",9000,"Everrett@company.example.com","Customer total",52772,,2019-01-01,,"I"
